date,key,label,ind,occ,unocc,cap,cap_funding,rate,col_type,indent,is_total
2023-02-10T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,9,9,0,9,30,100.0,summary,1,False
2023-02-10T00:00:00,fam_total,"Family Sector, Total",2364,725,5,730,764,99.3,room,0,True
2023-02-10T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",605,196,2,198,205,99.0,room,1,False
2023-02-10T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",293,100,2,102,100,98.0,room,1,False
2023-02-10T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1466,429,1,430,459,99.8,room,1,False
2023-02-10T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2864,2399,24,2423,2583,99.0,room,0,True
2023-02-10T00:00:00,singles_total,"Singles Sectors, Total",3267,3267,54,3321,3389,98.4,bed,0,True
2023-02-10T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2695,2695,17,2712,2767,99.4,bed,1,True
2023-02-10T00:00:00,mix_emerg,"Mixed Adult, Emergency",626,626,4,630,642,99.4,bed,2,False
2023-02-10T00:00:00,men_emerg,"Men, Emergency",1278,1278,4,1282,1292,99.7,bed,2,False
2023-02-10T00:00:00,wom_emerg,"Women, Emergency",525,525,2,527,557,99.6,bed,2,False
2023-02-10T00:00:00,yth_emerg,"Youth, Emergency",266,266,7,273,276,97.4,bed,2,False
2023-02-10T00:00:00,trans_total,"Transitional Shelter Programs, Total",572,572,37,609,622,93.9,bed,1,True
2023-02-10T00:00:00,mix_trans,"Mixed Adult, Transitional",135,135,3,138,139,97.8,bed,2,False
2023-02-10T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-10T00:00:00,men_trans,"Men, Transitional",160,160,24,184,185,87.0,bed,2,False
2023-02-10T00:00:00,wom_trans,"Women, Transitional",104,104,1,105,110,99.0,bed,2,False
2023-02-10T00:00:00,yth_trans,"Youth, Transitional",173,173,9,182,188,95.1,bed,2,False
2023-02-10T00:00:00,allied_total,"Allied Services, Total",444,444,2,446,451,99.6,bed,0,True
2023-02-10T00:00:00,respites,24-Hour Respites,379,379,1,380,380,99.7,bed,1,False
2023-02-10T00:00:00,dropin,24-Hour Women's Drop-ins,65,65,1,66,71,98.5,bed,1,False
2023-02-10T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-10T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-10T00:00:00,iso,Isolation/Recovery Programs Combined Total,9,9,0,9,30,100.0,room,0,False
2023-02-09T00:00:00,all_shelter,"All Shelter Programs, Total",8922,,,,,,summary,0,True
2023-02-09T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5214,,,,,,summary,1,True
2023-02-09T00:00:00,singles_sector,"Singles Sector Programs, Total",3700,,,,,,summary,1,True
2023-02-09T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3255,3255,59,3314,3389,98.2,summary,2,False
2023-02-09T00:00:00,allied_summ,"  Allied Services, Total",445,445,1,446,451,99.8,summary,2,False
2023-02-09T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-09T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,8,8,0,8,30,100.0,summary,1,False
2023-02-09T00:00:00,fam_total,"Family Sector, Total",2353,721,5,726,764,99.3,room,0,True
2023-02-09T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",607,197,1,198,205,99.5,room,1,False
2023-02-09T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",291,99,3,102,100,97.1,room,1,False
2023-02-09T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1455,425,1,426,459,99.8,room,1,False
2023-02-09T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2861,2399,27,2426,2583,98.9,room,0,True
2023-02-09T00:00:00,singles_total,"Singles Sectors, Total",3255,3255,59,3314,3389,98.2,bed,0,True
2023-02-09T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2686,2686,19,2705,2767,99.3,bed,1,True
2023-02-09T00:00:00,mix_emerg,"Mixed Adult, Emergency",628,628,3,631,642,99.5,bed,2,False
2023-02-09T00:00:00,men_emerg,"Men, Emergency",1275,1275,2,1277,1292,99.8,bed,2,False
2023-02-09T00:00:00,wom_emerg,"Women, Emergency",518,518,6,524,557,98.9,bed,2,False
2023-02-09T00:00:00,yth_emerg,"Youth, Emergency",265,265,8,273,276,97.1,bed,2,False
2023-02-09T00:00:00,trans_total,"Transitional Shelter Programs, Total",569,569,40,609,622,93.4,bed,1,True
2023-02-09T00:00:00,mix_trans,"Mixed Adult, Transitional",135,135,3,138,139,97.8,bed,2,False
2023-02-09T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-09T00:00:00,men_trans,"Men, Transitional",158,158,26,184,185,85.9,bed,2,False
2023-02-09T00:00:00,wom_trans,"Women, Transitional",103,103,2,105,110,98.1,bed,2,False
2023-02-09T00:00:00,yth_trans,"Youth, Transitional",173,173,9,182,188,95.1,bed,2,False
2023-02-09T00:00:00,allied_total,"Allied Services, Total",445,445,1,446,451,99.8,bed,0,True
2023-02-09T00:00:00,respites,24-Hour Respites,380,380,0,380,380,100.0,bed,1,False
2023-02-09T00:00:00,dropin,24-Hour Women's Drop-ins,65,65,1,66,71,98.5,bed,1,False
2023-02-09T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-09T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-09T00:00:00,iso,Isolation/Recovery Programs Combined Total,8,8,0,8,30,100.0,room,0,False
2023-02-08T00:00:00,all_shelter,"All Shelter Programs, Total",8909,,,,,,summary,0,True
2023-02-08T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5197,,,,,,summary,1,True
2023-02-08T00:00:00,singles_sector,"Singles Sector Programs, Total",3704,,,,,,summary,1,True
2023-02-08T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3260,3260,55,3315,3389,98.3,summary,2,False
2023-02-08T00:00:00,allied_summ,"  Allied Services, Total",444,444,2,446,451,99.6,summary,2,False
2023-02-08T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-08T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,8,8,1,9,30,88.9,summary,1,False
2023-02-08T00:00:00,fam_total,"Family Sector, Total",2342,717,6,723,764,99.2,room,0,True
2023-02-08T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",604,196,1,197,205,99.5,room,1,False
2023-02-08T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",291,99,3,102,100,97.1,room,1,False
2023-02-08T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1447,422,2,424,459,99.5,room,1,False
2023-02-08T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2855,2396,31,2427,2583,98.7,room,0,True
2023-02-08T00:00:00,singles_total,"Singles Sectors, Total",3260,3260,55,3315,3389,98.3,bed,0,True
2023-02-08T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2689,2689,18,2707,2767,99.3,bed,1,True
2023-02-08T00:00:00,mix_emerg,"Mixed Adult, Emergency",629,629,3,632,642,99.5,bed,2,False
2023-02-08T00:00:00,men_emerg,"Men, Emergency",1274,1274,4,1278,1292,99.7,bed,2,False
2023-02-08T00:00:00,wom_emerg,"Women, Emergency",521,521,3,524,557,99.4,bed,2,False
2023-02-08T00:00:00,yth_emerg,"Youth, Emergency",265,265,8,273,276,97.1,bed,2,False
2023-02-08T00:00:00,trans_total,"Transitional Shelter Programs, Total",571,571,37,608,622,93.9,bed,1,True
2023-02-08T00:00:00,mix_trans,"Mixed Adult, Transitional",134,134,4,138,139,97.1,bed,2,False
2023-02-08T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-08T00:00:00,men_trans,"Men, Transitional",161,161,23,184,185,87.5,bed,2,False
2023-02-08T00:00:00,wom_trans,"Women, Transitional",103,103,1,104,110,99.0,bed,2,False
2023-02-08T00:00:00,yth_trans,"Youth, Transitional",173,173,9,182,188,95.1,bed,2,False
2023-02-08T00:00:00,allied_total,"Allied Services, Total",444,444,2,446,451,99.6,bed,0,True
2023-02-08T00:00:00,respites,24-Hour Respites,380,380,0,380,380,100.0,bed,1,False
2023-02-08T00:00:00,dropin,24-Hour Women's Drop-ins,64,64,2,66,71,97.0,bed,1,False
2023-02-08T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-08T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-08T00:00:00,iso,Isolation/Recovery Programs Combined Total,8,8,1,9,30,88.9,room,0,False
2023-02-07T00:00:00,all_shelter,"All Shelter Programs, Total",8943,,,,,,summary,0,True
2023-02-07T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5213,,,,,,summary,1,True
2023-02-07T00:00:00,singles_sector,"Singles Sector Programs, Total",3721,,,,,,summary,1,True
2023-02-07T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3276,3276,54,3330,3389,98.4,summary,2,False
2023-02-07T00:00:00,allied_summ,"  Allied Services, Total",445,445,1,446,451,99.8,summary,2,False
2023-02-07T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-07T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,9,9,1,10,30,90.0,summary,1,False
2023-02-07T00:00:00,fam_total,"Family Sector, Total",2350,718,8,726,764,98.9,room,0,True
2023-02-07T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",606,196,2,198,205,99.0,room,1,False
2023-02-07T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",291,99,3,102,100,97.1,room,1,False
2023-02-07T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1453,423,3,426,459,99.3,room,1,False
2023-02-07T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2863,2397,32,2429,2583,98.7,room,0,True
2023-02-07T00:00:00,singles_total,"Singles Sectors, Total",3276,3276,54,3330,3389,98.4,bed,0,True
2023-02-07T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2705,2705,17,2722,2767,99.4,bed,1,True
2023-02-07T00:00:00,mix_emerg,"Mixed Adult, Emergency",630,630,1,631,642,99.8,bed,2,False
2023-02-07T00:00:00,men_emerg,"Men, Emergency",1278,1278,5,1283,1292,99.6,bed,2,False
2023-02-07T00:00:00,wom_emerg,"Women, Emergency",533,533,2,535,557,99.6,bed,2,False
2023-02-07T00:00:00,yth_emerg,"Youth, Emergency",264,264,9,273,276,96.7,bed,2,False
2023-02-07T00:00:00,trans_total,"Transitional Shelter Programs, Total",571,571,37,608,622,93.9,bed,1,True
2023-02-07T00:00:00,mix_trans,"Mixed Adult, Transitional",133,133,5,138,139,96.4,bed,2,False
2023-02-07T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-07T00:00:00,men_trans,"Men, Transitional",162,162,22,184,185,88.0,bed,2,False
2023-02-07T00:00:00,wom_trans,"Women, Transitional",103,103,1,104,110,99.0,bed,2,False
2023-02-07T00:00:00,yth_trans,"Youth, Transitional",173,173,9,182,188,95.1,bed,2,False
2023-02-07T00:00:00,allied_total,"Allied Services, Total",445,445,1,446,451,99.8,bed,0,True
2023-02-07T00:00:00,respites,24-Hour Respites,380,380,0,380,380,100.0,bed,1,False
2023-02-07T00:00:00,dropin,24-Hour Women's Drop-ins,65,65,1,66,71,98.5,bed,1,False
2023-02-07T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-07T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-07T00:00:00,iso,Isolation/Recovery Programs Combined Total,9,9,1,10,30,90.0,room,0,False
2023-02-06T00:00:00,all_shelter,"All Shelter Programs, Total",8944,,,,,,summary,0,True
2023-02-06T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5219,,,,,,summary,1,True
2023-02-06T00:00:00,singles_sector,"Singles Sector Programs, Total",3716,,,,,,summary,1,True
2023-02-06T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3274,3274,56,3330,3389,98.3,summary,2,False
2023-02-06T00:00:00,allied_summ,"  Allied Services, Total",442,442,4,446,451,99.1,summary,2,False
2023-02-06T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-06T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,9,9,0,9,30,100.0,summary,1,False
2023-02-06T00:00:00,fam_total,"Family Sector, Total",2351,719,12,731,764,98.4,room,0,True
2023-02-06T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",597,193,3,196,205,98.5,room,1,False
2023-02-06T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",293,100,2,102,100,98.0,room,1,False
2023-02-06T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1461,426,7,433,459,98.4,room,1,False
2023-02-06T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2868,2404,31,2435,2583,98.7,room,0,True
2023-02-06T00:00:00,singles_total,"Singles Sectors, Total",3274,3274,56,3330,3389,98.3,bed,0,True
2023-02-06T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2706,2706,16,2722,2767,99.4,bed,1,True
2023-02-06T00:00:00,mix_emerg,"Mixed Adult, Emergency",631,631,1,632,642,99.8,bed,2,False
2023-02-06T00:00:00,men_emerg,"Men, Emergency",1281,1281,2,1283,1292,99.8,bed,2,False
2023-02-06T00:00:00,wom_emerg,"Women, Emergency",530,530,4,534,557,99.3,bed,2,False
2023-02-06T00:00:00,yth_emerg,"Youth, Emergency",264,264,9,273,276,96.7,bed,2,False
2023-02-06T00:00:00,trans_total,"Transitional Shelter Programs, Total",568,568,40,608,622,93.4,bed,1,True
2023-02-06T00:00:00,mix_trans,"Mixed Adult, Transitional",132,132,6,138,139,95.7,bed,2,False
2023-02-06T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-06T00:00:00,men_trans,"Men, Transitional",163,163,21,184,185,88.6,bed,2,False
2023-02-06T00:00:00,wom_trans,"Women, Transitional",101,101,3,104,110,97.1,bed,2,False
2023-02-06T00:00:00,yth_trans,"Youth, Transitional",172,172,10,182,188,94.5,bed,2,False
2023-02-06T00:00:00,allied_total,"Allied Services, Total",442,442,4,446,451,99.1,bed,0,True
2023-02-06T00:00:00,respites,24-Hour Respites,377,377,3,380,380,99.2,bed,1,False
2023-02-06T00:00:00,dropin,24-Hour Women's Drop-ins,65,65,1,66,71,98.5,bed,1,False
2023-02-06T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-06T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-06T00:00:00,iso,Isolation/Recovery Programs Combined Total,9,9,0,9,30,100.0,room,0,False
2023-02-05T00:00:00,all_shelter,"All Shelter Programs, Total",8975,,,,,,summary,0,True
2023-02-05T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5242,,,,,,summary,1,True
2023-02-05T00:00:00,singles_sector,"Singles Sector Programs, Total",3724,,,,,,summary,1,True
2023-02-05T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3282,3282,49,3331,3391,98.5,summary,2,False
2023-02-05T00:00:00,allied_summ,"  Allied Services, Total",442,442,4,446,451,99.1,summary,2,False
2023-02-05T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-05T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,9,9,1,10,30,90.0,summary,1,False
2023-02-05T00:00:00,fam_total,"Family Sector, Total",2368,721,7,728,764,99.0,room,0,True
2023-02-05T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",595,190,3,193,205,98.4,room,1,False
2023-02-05T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",295,101,1,102,100,99.0,room,1,False
2023-02-05T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1478,430,3,433,459,99.3,room,1,False
2023-02-05T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2874,2411,30,2441,2583,98.8,room,0,True
2023-02-05T00:00:00,singles_total,"Singles Sectors, Total",3282,3282,49,3331,3391,98.5,bed,0,True
2023-02-05T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2707,2707,16,2723,2769,99.4,bed,1,True
2023-02-05T00:00:00,mix_emerg,"Mixed Adult, Emergency",631,631,1,632,642,99.8,bed,2,False
2023-02-05T00:00:00,men_emerg,"Men, Emergency",1280,1280,6,1286,1292,99.5,bed,2,False
2023-02-05T00:00:00,wom_emerg,"Women, Emergency",531,531,1,532,559,99.8,bed,2,False
2023-02-05T00:00:00,yth_emerg,"Youth, Emergency",265,265,8,273,276,97.1,bed,2,False
2023-02-05T00:00:00,trans_total,"Transitional Shelter Programs, Total",575,575,33,608,622,94.6,bed,1,True
2023-02-05T00:00:00,mix_trans,"Mixed Adult, Transitional",136,136,2,138,139,98.6,bed,2,False
2023-02-05T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-05T00:00:00,men_trans,"Men, Transitional",166,166,18,184,185,90.2,bed,2,False
2023-02-05T00:00:00,wom_trans,"Women, Transitional",102,102,2,104,110,98.1,bed,2,False
2023-02-05T00:00:00,yth_trans,"Youth, Transitional",171,171,11,182,188,94.0,bed,2,False
2023-02-05T00:00:00,allied_total,"Allied Services, Total",442,442,4,446,451,99.1,bed,0,True
2023-02-05T00:00:00,respites,24-Hour Respites,376,376,4,380,380,98.9,bed,1,False
2023-02-05T00:00:00,dropin,24-Hour Women's Drop-ins,66,66,0,66,71,100.0,bed,1,False
2023-02-05T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-05T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-05T00:00:00,iso,Isolation/Recovery Programs Combined Total,9,9,1,10,30,90.0,room,0,False
2023-02-04T00:00:00,all_shelter,"All Shelter Programs, Total",8973,,,,,,summary,0,True
2023-02-04T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5245,,,,,,summary,1,True
2023-02-04T00:00:00,singles_sector,"Singles Sector Programs, Total",3719,,,,,,summary,1,True
2023-02-04T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3274,3274,54,3328,3391,98.4,summary,2,False
2023-02-04T00:00:00,allied_summ,"  Allied Services, Total",445,445,1,446,451,99.8,summary,2,False
2023-02-04T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-04T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,9,9,0,9,30,100.0,summary,1,False
2023-02-04T00:00:00,fam_total,"Family Sector, Total",2366,720,8,728,764,98.9,room,0,True
2023-02-04T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",593,189,4,193,205,97.9,room,1,False
2023-02-04T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",295,101,1,102,100,99.0,room,1,False
2023-02-04T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1478,430,3,433,459,99.3,room,1,False
2023-02-04T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2879,2414,29,2443,2583,98.8,room,0,True
2023-02-04T00:00:00,singles_total,"Singles Sectors, Total",3274,3274,54,3328,3391,98.4,bed,0,True
2023-02-04T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2698,2698,22,2720,2769,99.2,bed,1,True
2023-02-04T00:00:00,mix_emerg,"Mixed Adult, Emergency",626,626,6,632,642,99.1,bed,2,False
2023-02-04T00:00:00,men_emerg,"Men, Emergency",1277,1277,9,1286,1292,99.3,bed,2,False
2023-02-04T00:00:00,wom_emerg,"Women, Emergency",528,528,1,529,559,99.8,bed,2,False
2023-02-04T00:00:00,yth_emerg,"Youth, Emergency",267,267,6,273,276,97.8,bed,2,False
2023-02-04T00:00:00,trans_total,"Transitional Shelter Programs, Total",576,576,32,608,622,94.7,bed,1,True
2023-02-04T00:00:00,mix_trans,"Mixed Adult, Transitional",136,136,2,138,139,98.6,bed,2,False
2023-02-04T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-04T00:00:00,men_trans,"Men, Transitional",165,165,19,184,185,89.7,bed,2,False
2023-02-04T00:00:00,wom_trans,"Women, Transitional",102,102,2,104,110,98.1,bed,2,False
2023-02-04T00:00:00,yth_trans,"Youth, Transitional",173,173,9,182,188,95.1,bed,2,False
2023-02-04T00:00:00,allied_total,"Allied Services, Total",445,445,1,446,451,99.8,bed,0,True
2023-02-04T00:00:00,respites,24-Hour Respites,379,379,1,380,380,99.7,bed,1,False
2023-02-04T00:00:00,dropin,24-Hour Women's Drop-ins,66,66,0,66,71,100.0,bed,1,False
2023-02-04T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-04T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-04T00:00:00,iso,Isolation/Recovery Programs Combined Total,9,9,0,9,30,100.0,room,0,False
2023-02-03T00:00:00,all_shelter,"All Shelter Programs, Total",8961,,,,,,summary,0,True
2023-02-03T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5232,,,,,,summary,1,True
2023-02-03T00:00:00,singles_sector,"Singles Sector Programs, Total",3719,,,,,,summary,1,True
2023-02-03T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3277,3277,36,3313,3391,98.9,summary,2,False
2023-02-03T00:00:00,allied_summ,"  Allied Services, Total",442,442,4,446,451,99.1,summary,2,False
2023-02-03T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-03T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,10,10,0,10,30,100.0,summary,1,False
2023-02-03T00:00:00,fam_total,"Family Sector, Total",2349,716,11,727,764,98.5,room,0,True
2023-02-03T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",591,188,5,193,205,97.4,room,1,False
2023-02-03T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",295,101,1,102,100,99.0,room,1,False
2023-02-03T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1463,427,5,432,459,98.8,room,1,False
2023-02-03T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2883,2420,25,2445,2583,99.0,room,0,True
2023-02-03T00:00:00,singles_total,"Singles Sectors, Total",3277,3277,36,3313,3391,98.9,bed,0,True
2023-02-03T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2701,2701,18,2719,2769,99.3,bed,1,True
2023-02-03T00:00:00,mix_emerg,"Mixed Adult, Emergency",629,629,3,632,642,99.5,bed,2,False
2023-02-03T00:00:00,men_emerg,"Men, Emergency",1283,1283,4,1287,1292,99.7,bed,2,False
2023-02-03T00:00:00,wom_emerg,"Women, Emergency",524,524,3,527,559,99.4,bed,2,False
2023-02-03T00:00:00,yth_emerg,"Youth, Emergency",265,265,8,273,276,97.1,bed,2,False
2023-02-03T00:00:00,trans_total,"Transitional Shelter Programs, Total",576,576,18,594,622,97.0,bed,1,True
2023-02-03T00:00:00,mix_trans,"Mixed Adult, Transitional",136,136,2,138,139,98.6,bed,2,False
2023-02-03T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-03T00:00:00,men_trans,"Men, Transitional",165,165,5,170,185,97.1,bed,2,False
2023-02-03T00:00:00,wom_trans,"Women, Transitional",102,102,2,104,110,98.1,bed,2,False
2023-02-03T00:00:00,yth_trans,"Youth, Transitional",173,173,9,182,188,95.1,bed,2,False
2023-02-03T00:00:00,allied_total,"Allied Services, Total",442,442,4,446,451,99.1,bed,0,True
2023-02-03T00:00:00,respites,24-Hour Respites,377,377,3,380,380,99.2,bed,1,False
2023-02-03T00:00:00,dropin,24-Hour Women's Drop-ins,65,65,1,66,71,98.5,bed,1,False
2023-02-03T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-03T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-03T00:00:00,iso,Isolation/Recovery Programs Combined Total,10,10,0,10,30,100.0,room,0,False
2023-02-02T00:00:00,all_shelter,"All Shelter Programs, Total",8965,,,,,,summary,0,True
2023-02-02T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5236,,,,,,summary,1,True
2023-02-02T00:00:00,singles_sector,"Singles Sector Programs, Total",3720,,,,,,summary,1,True
2023-02-02T00:00:00,singles_shelter,"  Shelter Programs, Singles, Total",3278,3278,33,3311,3391,99.0,summary,2,False
2023-02-02T00:00:00,allied_summ,"  Allied Services, Total",442,442,4,446,451,99.1,summary,2,False
2023-02-02T00:00:00,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2023-02-02T00:00:00,iso_summ,Temporary Isolation/Recovery Programs,9,9,0,9,30,100.0,summary,1,False
2023-02-02T00:00:00,fam_total,"Family Sector, Total",2361,720,8,728,764,98.9,room,0,True
2023-02-02T00:00:00,fam_emerg,"Families, Emergency Shelter Programs",597,191,5,196,205,97.4,room,1,False
2023-02-02T00:00:00,fam_trans_r,"Families, Transitional Shelter Programs",299,102,0,102,100,100.0,room,1,False
2023-02-02T00:00:00,fam_hotel,"Families, Motel/Hotel Programs",1465,427,3,430,459,99.3,room,1,False
2023-02-02T00:00:00,sng_hotel,"Single Sector Motel/Hotel, Total",2875,2415,32,2447,2583,98.7,room,0,True
2023-02-02T00:00:00,singles_total,"Singles Sectors, Total",3278,3278,33,3311,3391,99.0,bed,0,True
2023-02-02T00:00:00,emerg_total,"Emergency Shelter Programs, Total",2702,2702,15,2717,2769,99.4,bed,1,True
2023-02-02T00:00:00,mix_emerg,"Mixed Adult, Emergency",628,628,4,632,642,99.4,bed,2,False
2023-02-02T00:00:00,men_emerg,"Men, Emergency",1284,1284,3,1287,1292,99.8,bed,2,False
2023-02-02T00:00:00,wom_emerg,"Women, Emergency",522,522,2,524,559,99.6,bed,2,False
2023-02-02T00:00:00,yth_emerg,"Youth, Emergency",268,268,6,274,276,97.8,bed,2,False
2023-02-02T00:00:00,trans_total,"Transitional Shelter Programs, Total",576,576,18,594,622,97.0,bed,1,True
2023-02-02T00:00:00,mix_trans,"Mixed Adult, Transitional",137,137,1,138,139,99.3,bed,2,False
2023-02-02T00:00:00,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2023-02-02T00:00:00,men_trans,"Men, Transitional",164,164,6,170,185,96.5,bed,2,False
2023-02-02T00:00:00,wom_trans,"Women, Transitional",102,102,2,104,110,98.1,bed,2,False
2023-02-02T00:00:00,yth_trans,"Youth, Transitional",173,173,9,182,188,95.1,bed,2,False
2023-02-02T00:00:00,allied_total,"Allied Services, Total",442,442,4,446,451,99.1,bed,0,True
2023-02-02T00:00:00,respites,24-Hour Respites,377,377,3,380,380,99.2,bed,1,False
2023-02-02T00:00:00,dropin,24-Hour Women's Drop-ins,65,65,1,66,71,98.5,bed,1,False
2023-02-02T00:00:00,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2023-02-02T00:00:00,hotels,Hotels,0,0,0,0,0,,room,0,False
2023-02-02T00:00:00,iso,Isolation/Recovery Programs Combined Total,9,9,0,9,30,100.0,room,0,False
2023-02-01T00:00:00,all_shelter,"All Shelter Programs, Total",8950,,,,,,summary,0,True
2023-02-01T00:00:00,room_based,"Shelter Programs, Room-Based, Total",5228,,,,,,summary,1,True
2023-02-01T00:00:00,singles_sector,"Singles Sector Programs, Total",3713,,,,,,summary,1,True
